Timestamp,Username,ComputerID,fileAccessType,fileDestinationDirectory,NearbyUsers,computer_user_location,ComputerRoom
2025-03-26 06:55:58,Manager1,Computer D,File Move,C:\Users\janva\Downloads\AS2\Manager1_MOVE_NON_OTHERS_5.docx,['Manager1'],Room D,Room D
2025-03-26 06:56:05,Manager1,Computer D,File Deletion,C:\Users\janva\Downloads\Manager1\Manager1_DELETE_7.docx,"['Director1', 'Manager2', 'Manager1']",Room D,Room D
2025-03-26 06:56:09,Manager1,Computer C1,File Copy,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_COPY_INTERNAL_7.docx,['Manager1'],Room C,Room C
2025-03-26 06:56:14,Manager1,Computer C0,File Copy,C:\Users\janva\Downloads\AS1\Manager1_COPY_OTHERS_5.docx,"['Manager1', 'Manager2', 'Director2']",Room C,Room C
2025-03-26 06:56:21,Manager1,Computer A0,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPEN_NON.docx,['Manager1'],Room A,Room A
2025-03-26 06:56:29,Manager2,Computer C0,File Creation,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_INTERNAL_5.docx,['Manager2'],Room C,Room C
2025-03-26 06:56:29,Manager2,Computer C0,File Modification,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_INTERNAL_5.docx,['Manager2'],Room C,Room C
2025-03-26 06:56:35,Director2,Computer C0,File Modification,C:\Users\janva\Downloads\Director2\Director2_OPENWMOD_NON.docx,"['Director2', 'AS2', 'Director1']",Room C,Room C
2025-03-26 06:56:38,Director2,Computer C0,File Opening,C:\Users\janva\Downloads\Director2\~$rector2_OPENWMOD_NON.docx,['Manager1'],Room D,Room C
2025-03-26 06:56:41,Director2,Computer C0,File Modification,C:\Users\janva\Downloads\Director2\Director2_OPENWMOD_NON.docx,['Manager1'],Room D,Room C
2025-03-26 06:56:46,Manager2,Computer D,File Move,C:\Users\janva\Downloads\AS1\Manager2_MOVE_NON_OTHERS_4.docx,"['Manager2', 'Director2', 'Director1']",Room D,Room D
2025-03-26 06:56:55,Director2,Computer D,File Opening,C:\Users\janva\Downloads\Director2\~$rector2_OPEN_NON.docx,['Director2'],Room D,Room D
2025-03-26 06:57:02,AS1,Computer D,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS1_COPY_EXTERNAL_8.docx,"['AS1', 'Manager1']",Room D,Room D
2025-03-26 06:57:07,AS1,Computer D,File Move,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_MOVE_NON_INTERNAL_9.docx,['Director1'],Room A,Room D
2025-03-26 06:57:13,Director2,Computer C0,File Move,C:\Users\janva\Downloads\ExternalDrive\Director2_MOVE_NON_EXTERNAL_3.docx,['Director2'],Room C,Room C
2025-03-26 06:57:18,AS1,Computer C1,File Copy,C:\Users\janva\Downloads\AS1_InternalFolder\AS1_COPY_NON_INTERNAL_12.docx,['AS1'],Room C,Room C
2025-03-26 06:57:24,Manager1,Computer A0,File Copy,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_COPY_INTERNAL_8.docx,['Manager1'],Room A,Room A
2025-03-26 06:57:29,AS1,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\AS1_COPY_NON_EXTERNAL_9.docx,"['Director1', 'AS1']",Room C,Room C
2025-03-26 06:57:36,Manager2,Computer C1,File Copy,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_NON_INTERNAL_4.docx,['Manager2'],Room C,Room C
2025-03-26 07:00:05,Manager2,Computer C1,File Copy,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_NON_INTERNAL_5.docx,['Manager2'],Room C,Room C
2025-03-26 07:00:09,Manager1,Computer A0,File Copy,C:\Users\janva\Downloads\AS2\Manager1_COPY_NON_OTHERS_4.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:00:17,Manager2,Computer C0,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPEN.docx,['Manager2'],Room C,Room C
2025-03-26 07:00:17,Manager2,Computer C0,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPEN.docx,['Manager2'],Room C,Room C
2025-03-26 07:00:24,Manager2,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_NON_EXTERNAL_4.docx,['Manager2'],Room C,Room C
2025-03-26 07:00:30,Manager1,Computer A1,File Copy,C:\Users\janva\Downloads\AS2\Manager1_COPY_OTHERS_6.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:00:38,Director1,Computer A1,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPEN.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:00:47,Manager2,Computer C0,File Move,C:\Users\janva\Downloads\AS2\Manager2_MOVE_NON_OTHERS_5.docx,['Manager2'],Room C,Room C
2025-03-26 07:00:54,Director1,Computer A1,File Move,C:\Users\janva\Downloads\AS1\Director1_MOVE_NON_OTHERS_5.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:00:58,Director1,Computer A0,File Copy,C:\Users\janva\Downloads\Director1_InternalFolder\Director1_COPY_NON_INTERNAL_4.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:01:04,Manager2,Computer C1,File Copy,C:\Users\janva\Downloads\AS2\Manager2_COPY_NON_OTHERS_5.docx,['Manager2'],Room C,Room C
2025-03-26 07:01:10,Manager1,Computer A1,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager1_MOVE_NON_EXTERNAL_4.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:01:18,Director1,Computer A0,File Move,C:\Users\janva\Downloads\Director1_InternalFolder\Director1_MOVE_NON_INTERNAL_3.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:01:24,Manager1,Computer A1,File Deletion,C:\Users\janva\Downloads\Manager1\Manager1_DELETE_8.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:01:32,Manager2,Computer C0,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPENWMOD.docx,['Manager2'],Room C,Room C
2025-03-26 07:01:35,Manager2,Computer C0,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD.docx,['Manager2'],Room C,Room C
2025-03-26 07:01:41,Manager1,Computer A0,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager1_MOVE_NON_EXTERNAL_5.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:01:47,Manager2,Computer C0,File Deletion,C:\Users\janva\Downloads\Manager2\Manager2_DELETE_NON_6.docx,['Manager2'],Room C,Room C
2025-03-26 07:01:52,Director1,Computer A0,File Creation,C:\Users\janva\Downloads\Director1_InternalFolder\Director1_COPY_INTERNAL_3.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:01:52,Director1,Computer A0,File Modification,C:\Users\janva\Downloads\Director1_InternalFolder\Director1_COPY_INTERNAL_3.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:01:59,Manager1,Computer A1,File Move,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_MOVE_NON_INTERNAL_3.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:02:04,Manager1,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_EXTERNAL_4.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:02:11,Manager2,Computer C1,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager2_MOVE_NON_EXTERNAL_2.docx,['Manager2'],Room C,Room C
2025-03-26 07:02:16,Manager2,Computer C1,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_NON_EXTERNAL_5.docx,['Manager2'],Room C,Room C
2025-03-26 07:02:21,Manager2,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_NON_EXTERNAL_6.docx,['Manager2'],Room C,Room C
2025-03-26 07:02:27,Manager1,Computer C0,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager1_MOVE_NON_EXTERNAL_6.docx,['Manager2'],Room A,Room C
2025-03-26 07:02:32,Manager1,Computer A1,File Copy,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_COPY_INTERNAL_9.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:02:37,Manager1,Computer A1,File Move,C:\Users\janva\Downloads\AS1\Manager1_MOVE_OTHERS_2.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:02:42,Director1,Computer A1,File Copy,C:\Users\janva\Downloads\Manager2\Director1_COPY_NON_OTHERS_7.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:02:48,Manager1,Computer A1,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPEN.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:02:57,Director1,Computer A1,File Move,C:\Users\janva\Downloads\AS1\Director1_MOVE_OTHERS_4.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:03:01,Manager1,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_EXTERNAL_5.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:03:06,Manager2,Computer C0,File Copy,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_NON_INTERNAL_6.docx,['Manager2'],Room C,Room C
2025-03-26 07:03:11,Manager2,Computer C0,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPENWMOD.docx,['Manager2'],Room C,Room C
2025-03-26 07:03:15,Manager2,Computer C0,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD.docx,['Manager2'],Room C,Room C
2025-03-26 07:03:20,Manager1,Computer A0,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager1_MOVE_NON_EXTERNAL_7.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:03:26,Manager2,Computer C0,File Move,C:\Users\janva\Downloads\AS1\Manager2_MOVE_OTHERS_4.docx,['Manager2'],Room C,Room C
2025-03-26 07:03:31,Manager1,Computer A0,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager1_MOVE_EXTERNAL_8.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:03:38,Manager2,Computer C0,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPEN_NON.docx,['Manager2'],Room C,Room C
2025-03-26 07:03:46,Director1,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\Director1_COPY_EXTERNAL_5.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:03:52,Manager2,Computer C1,File Move,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_MOVE_INTERNAL_2.docx,['Manager2'],Room C,Room C
2025-03-26 07:03:58,Manager2,Computer C0,File Move,C:\Users\janva\Downloads\AS2\Manager2_MOVE_OTHERS_5.docx,['Manager2'],Room C,Room C
2025-03-26 07:04:03,Manager1,Computer A0,File Copy,C:\Users\janva\Downloads\AS1\Manager1_COPY_NON_OTHERS_5.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:04:09,Manager1,Computer A1,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPEN.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:04:17,Manager2,Computer C0,File Deletion,C:\Users\janva\Downloads\Manager2\Manager2_DELETE_NON_7.docx,['Manager2'],Room C,Room C
2025-03-26 07:04:24,Manager1,Computer A1,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager1_MOVE_EXTERNAL_9.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:04:34,Manager2,Computer C0,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPENWMOD.docx,['Manager2'],Room C,Room C
2025-03-26 07:04:37,Manager2,Computer C0,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD.docx,['Manager2'],Room C,Room C
2025-03-26 07:04:42,Manager2,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_EXTERNAL_6.docx,['Manager2'],Room C,Room C
2025-03-26 07:04:48,Manager1,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_NON_EXTERNAL_7.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:04:55,Director1,Computer A0,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPEN_NON.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:05:03,Manager1,Computer A0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_EXTERNAL_6.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:05:08,Manager1,Computer A1,File Move,C:\Users\janva\Downloads\AS1\Manager1_MOVE_NON_OTHERS_6.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:05:13,Manager2,Computer C1,File Copy,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_INTERNAL_6.docx,['Manager2'],Room C,Room C
2025-03-26 07:05:19,Manager1,Computer A1,File Move,C:\Users\janva\Downloads\AS2\Manager1_MOVE_OTHERS_3.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:05:24,Director1,Computer A0,File Copy,C:\Users\janva\Downloads\Manager1\Director1_COPY_OTHERS_3.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:05:30,Manager2,Computer C0,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPENWMOD_NON.docx,['Manager2'],Room C,Room C
2025-03-26 07:05:34,Manager2,Computer C0,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD_NON.docx,['Manager2'],Room C,Room C
2025-03-26 07:05:40,Manager1,Computer A0,File Deletion,C:\Users\janva\Downloads\Manager1\Manager1_DELETE_NON_5.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:05:44,Manager2,Computer C1,File Move,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_MOVE_NON_INTERNAL_3.docx,['Manager2'],Room C,Room C
2025-03-26 07:05:49,Manager1,Computer A1,File Copy,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_COPY_INTERNAL_10.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:05:55,Director1,Computer A0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Director1_COPY_NON_EXTERNAL_7.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:06:00,Manager2,Computer C0,File Move,C:\Users\janva\Downloads\AS2\Manager2_MOVE_OTHERS_6.docx,['Manager2'],Room C,Room C
2025-03-26 07:06:06,Manager2,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_EXTERNAL_7.docx,['Manager2'],Room C,Room C
2025-03-26 07:06:10,Manager1,Computer A0,File Deletion,C:\Users\janva\Downloads\Manager1\Manager1_DELETE_9.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:06:16,Manager2,Computer C0,File Deletion,C:\Users\janva\Downloads\Manager2\Manager2_DELETE_NON_8.docx,['Manager2'],Room C,Room C
2025-03-26 07:06:23,Manager2,Computer C1,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPENWMOD.docx,['Manager2'],Room C,Room C
2025-03-26 07:06:26,Manager2,Computer C1,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD.docx,['Manager2'],Room C,Room C
2025-03-26 07:06:34,Director1,Computer A1,File Deletion,C:\Users\janva\Downloads\Director1\Director1_DELETE_NON_4.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:06:39,Director1,Computer A1,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPEN_NON.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:06:47,Manager1,Computer A1,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPENWMOD_NON.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:06:50,Manager1,Computer A1,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD_NON.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:06:56,Manager2,Computer C1,File Deletion,C:\Users\janva\Downloads\Manager2\Manager2_DELETE_4.docx,['Manager2'],Room C,Room C
2025-03-26 07:07:00,Manager2,Computer C1,File Copy,C:\Users\janva\Downloads\AS1\Manager2_COPY_NON_OTHERS_6.docx,['Manager2'],Room C,Room C
2025-03-26 07:07:05,Director1,Computer A0,File Deletion,C:\Users\janva\Downloads\Director1\Director1_DELETE_NON_5.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:07:12,Manager2,Computer A1,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPEN_NON.docx,"['Director1', 'Manager1']",Room C,Room A
2025-03-26 07:07:21,Manager2,Computer C0,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPEN_NON.docx,['Manager2'],Room C,Room C
2025-03-26 07:07:31,Manager1,Computer A0,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPENWMOD_NON.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:07:35,Manager1,Computer A0,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD_NON.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:07:41,Manager2,Computer C0,File Copy,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_NON_INTERNAL_7.docx,['Manager2'],Room C,Room C
2025-03-26 07:07:46,Manager2,Computer C0,File Copy,C:\Users\janva\Downloads\AS1\Manager2_COPY_OTHERS_2.docx,['Manager2'],Room C,Room C
2025-03-26 07:07:51,Manager2,Computer C0,File Copy,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_INTERNAL_7.docx,['Manager2'],Room C,Room C
2025-03-26 07:07:59,Director1,Computer A1,File Move,C:\Users\janva\Downloads\Director1_InternalFolder\Director1_MOVE_NON_INTERNAL_4.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:08:04,Manager2,Computer C1,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager2_MOVE_EXTERNAL_2.docx,['Manager2'],Room C,Room C
2025-03-26 07:08:10,Manager1,Computer A0,File Move,C:\Users\janva\Downloads\AS1\Manager1_MOVE_OTHERS_4.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:08:17,Manager2,Computer C0,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPEN_NON.docx,['Manager2'],Room C,Room C
2025-03-26 07:08:25,Manager1,Computer A0,File Deletion,C:\Users\janva\Downloads\Manager1\Manager1_DELETE_NON_6.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:08:32,Manager1,Computer A1,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPENWMOD.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:08:36,Manager1,Computer A1,File Modification,C:\Users\janva\Downloads\Manager1\Manager1_OPENWMOD.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:08:40,Manager1,Computer A0,File Move,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_MOVE_INTERNAL_4.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:08:44,Director1,Computer A0,File Copy,C:\Users\janva\Downloads\Manager1\Director1_COPY_NON_OTHERS_8.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:08:49,Director1,Computer A1,File Move,C:\Users\janva\Downloads\Director1_InternalFolder\Director1_MOVE_INTERNAL_4.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:08:55,Director1,Computer A1,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPEN_NON.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:09:04,Director1,Computer A1,File Move,C:\Users\janva\Downloads\AS2\Director1_MOVE_NON_OTHERS_6.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:09:10,Director1,Computer A0,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPENWMOD.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:09:14,Director1,Computer A0,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:09:20,Manager2,Computer C1,File Deletion,C:\Users\janva\Downloads\Manager2\Manager2_DELETE_5.docx,['Manager2'],Room C,Room C
2025-03-26 07:09:24,Manager2,Computer C0,File Copy,C:\Users\janva\Downloads\AS1\Manager2_COPY_NON_OTHERS_7.docx,['Manager2'],Room C,Room C
2025-03-26 07:09:31,Director1,Computer A0,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPENWMOD.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:09:35,Director1,Computer A0,File Modification,C:\Users\janva\Downloads\Director1\Director1_OPENWMOD.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:09:39,Manager2,Computer C1,File Copy,C:\Users\janva\Downloads\AS1\Manager2_COPY_OTHERS_3.docx,['Manager2'],Room C,Room C
2025-03-26 07:09:47,Manager1,Computer A0,File Deletion,C:\Users\janva\Downloads\Manager1\Manager1_MOVE_NON_OTHERS_7.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:09:47,Manager1,Computer A0,File Creation,C:\Users\janva\Downloads\AS1\Manager1_MOVE_NON_OTHERS_7.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:09:53,Manager2,Computer C1,File Deletion,C:\Users\janva\Downloads\Manager2\Manager2_DELETE_6.docx,['Manager2'],Room C,Room C
2025-03-26 07:10:01,Director1,Computer A0,File Deletion,C:\Users\janva\Downloads\Director1\Director1_DELETE_4.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:10:06,Manager2,Computer C0,File Copy,C:\Users\janva\Downloads\AS1\Manager2_COPY_OTHERS_4.docx,['Manager2'],Room C,Room C
2025-03-26 07:10:12,Manager2,Computer C1,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager2_MOVE_EXTERNAL_3.docx,['Manager2'],Room C,Room C
2025-03-26 07:10:21,Manager1,Computer A0,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPEN_NON.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:10:30,Director1,Computer A0,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPEN_NON.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:10:39,Manager1,Computer A1,File Move,C:\Users\janva\Downloads\AS1\Manager1_MOVE_OTHERS_5.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:10:45,Manager1,Computer A0,File Move,C:\Users\janva\Downloads\AS1\Manager1_MOVE_OTHERS_6.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:10:50,Director1,Computer A1,File Copy,C:\Users\janva\Downloads\ExternalDrive\Director1_COPY_EXTERNAL_6.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:10:58,Manager2,Computer C0,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPENWMOD.docx,['Manager2'],Room C,Room C
2025-03-26 07:11:01,Manager2,Computer C0,File Modification,C:\Users\janva\Downloads\Manager2\Manager2_OPENWMOD.docx,['Manager2'],Room C,Room C
2025-03-26 07:11:07,Manager1,Computer A0,File Copy,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_COPY_INTERNAL_11.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:11:11,Manager2,Computer A1,File Copy,C:\Users\janva\Downloads\AS2\Manager2_COPY_NON_OTHERS_8.docx,"['Director1', 'Manager1']",Room C,Room A
2025-03-26 07:11:16,Manager1,Computer A1,File Move,C:\Users\janva\Downloads\AS1\Manager1_MOVE_NON_OTHERS_8.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:11:21,Manager2,Computer C0,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager2_MOVE_NON_EXTERNAL_3.docx,['Manager2'],Room C,Room C
2025-03-26 07:11:28,Manager2,Computer C1,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPEN.docx,['Manager2'],Room C,Room C
2025-03-26 07:11:36,Manager2,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_NON_EXTERNAL_7.docx,['Manager2'],Room C,Room C
2025-03-26 07:11:43,Director1,Computer A1,File Move,C:\Users\janva\Downloads\Manager2\Director1_MOVE_OTHERS_5.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:11:50,Manager1,Computer C1,File Move,C:\Users\janva\Downloads\AS1\Manager1_MOVE_OTHERS_7.docx,['Manager2'],Room A,Room C
2025-03-26 07:11:54,Manager1,Computer A1,File Creation,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_COPY_INTERNAL_12.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:11:55,Manager1,Computer A1,File Modification,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_COPY_INTERNAL_12.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:12:01,Manager2,Computer C0,File Copy,C:\Users\janva\Downloads\Manager2_InternalFolder\Manager2_COPY_INTERNAL_8.docx,['Manager2'],Room C,Room C
2025-03-26 07:12:13,Manager2,Computer C0,File Opening,C:\Users\janva\Downloads\Manager2\~$nager2_OPEN_NON.docx,['Manager2'],Room C,Room C
2025-03-26 07:12:21,Manager1,Computer A0,File Move,C:\Users\janva\Downloads\AS2\Manager1_MOVE_OTHERS_8.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:12:26,Manager1,Computer A1,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager1_MOVE_EXTERNAL_10.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:12:32,Manager2,Computer C1,File Copy,C:\Users\janva\Downloads\AS1\Manager2_COPY_OTHERS_5.docx,['Manager2'],Room C,Room C
2025-03-26 07:12:40,Manager1,Computer A0,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPEN.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:12:48,Manager2,Computer C0,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager2_MOVE_NON_EXTERNAL_4.docx,['Manager2'],Room C,Room C
2025-03-26 07:12:56,Manager1,Computer A0,File Opening,C:\Users\janva\Downloads\Manager1\~$nager1_OPEN_NON.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:13:03,Manager1,Computer A0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager1_COPY_EXTERNAL_7.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:13:09,Manager2,Computer C0,File Deletion,C:\Users\janva\Downloads\Manager2\Manager2_DELETE_7.docx,['Manager2'],Room C,Room C
2025-03-26 07:13:14,Manager2,Computer C0,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_NON_EXTERNAL_8.docx,['Manager2'],Room C,Room C
2025-03-26 07:13:20,Manager2,Computer C1,File Move,C:\Users\janva\Downloads\ExternalDrive\Manager2_MOVE_EXTERNAL_4.docx,['Manager2'],Room C,Room C
2025-03-26 07:13:25,Manager1,Computer A0,File Move,C:\Users\janva\Downloads\Manager1_InternalFolder\Manager1_MOVE_INTERNAL_5.docx,"['Director1', 'Manager1']",Room A,Room A
2025-03-26 07:13:30,Manager2,Computer C1,File Copy,C:\Users\janva\Downloads\ExternalDrive\Manager2_COPY_NON_EXTERNAL_9.docx,['Manager2'],Room C,Room C
2025-03-26 07:13:37,Director1,Computer A0,File Opening,C:\Users\janva\Downloads\Director1\~$rector1_OPEN.docx,"['Director1', 'Manager1']",Room A,Room A
